Date,Close,Volume,Open,High,Low
9/7/2022,12259.39,--,12038.18,12298.12,12026.98
9/6/2022,12011.31,--,12106.57,12152.42,11928.81
9/2/2022,12098.44,--,12392.46,12451.28,12035.53
9/1/2022,12274.62,--,12158.88,12290.33,12012.98
8/31/2022,12272.03,--,12448.07,12502.15,12268.08
8/30/2022,12342.7,--,12562.4,12572.88,12240.82
8/29/2022,12484.32,--,12488.46,12594.34,12440.4
8/26/2022,12605.17,--,13129.91,13175.25,12603.41
8/25/2022,13143.58,--,12984.74,13146.84,12951.61
8/24/2022,12917.86,--,12876.23,12995.14,12843.58
8/23/2022,12881.79,--,12885.28,13000.71,12852.7
8/22/2022,12890.54,--,13056.39,13073.07,12859.82
8/19/2022,13242.9,--,13370.25,13402.61,13210.82
8/18/2022,13505.99,--,13474.24,13553.28,13405.74
8/17/2022,13470.86,--,13499.24,13591.58,13389.82
8/16/2022,13635.21,--,13617.66,13720.91,13508.47
8/15/2022,13667.18,--,13529.66,13685.65,13524.53
8/12/2022,13565.87,--,13384.65,13565.87,13341.65
8/11/2022,13291.99,--,13471.03,13555.38,13271.35
8/10/2022,13378.32,--,13330.66,13386.85,13220.05
8/9/2022,13008.17,--,13064.24,13095.7,12945.6
8/8/2022,13159.16,--,13227.09,13394.54,13103.8
8/5/2022,13207.69,--,13107.45,13286.02,13070.36
8/4/2022,13311.04,--,13253.77,13326.72,13170.44
8/3/2022,13253.26,--,12983.58,13289.19,12974.85
8/2/2022,12901.6,--,12853.04,13073.27,12809.01
8/1/2022,12940.78,--,12877.04,13084.61,12833.16
7/29/2022,12947.97,--,12784.2,12986.64,12726.25
7/28/2022,12717.87,--,12580.61,12741.83,12433.55
7/27/2022,12601.47,--,12299.34,12660.77,12256.94
7/26/2022,12086.9,--,12248.21,12259.01,12051.21
7/25/2022,12328.41,--,12391.21,12415.59,12244.4
7/22/2022,12396.47,--,12575.76,12662.86,12322.82
7/21/2022,12619.41,--,12466.13,12620.5,12351.42
7/20/2022,12439.68,--,12269.07,12488.39,12232.2
7/19/2022,12249.42,--,12046.69,12258.37,11967.92
7/18/2022,11877.5,--,12089.68,12156.09,11836.52
7/15/2022,11983.62,--,11896.15,11987.52,11828.13
7/14/2022,11768.4,--,11637.18,11801.11,11488.27
7/13/2022,11728.53,--,11523.91,11819.69,11498.96
7/12/2022,11744.99,--,11926.84,11990.44,11684.02
7/11/2022,11860.28,--,12008.76,12026.06,11830.88
7/8/2022,12125.69,--,11977.95,12179.32,11956.03
7/7/2022,12109.05,--,11913.73,12137.71,11897.51
7/6/2022,11852.59,--,11807.08,11941.31,11727.36
7/5/2022,11779.9,--,11419.34,11781.74,11366.07
7/1/2022,11585.68,--,11472.63,11592.85,11378.63
6/30/2022,11503.72,--,11532.32,11650.96,11322.86
6/29/2022,11658.26,--,11619.01,11710.21,11537.72
6/28/2022,11637.77,--,12021.34,12133.87,11633.13
6/27/2022,12008.24,--,12157.93,12175.98,11965.67
6/24/2022,12105.85,--,11826.95,12112.82,11812.18
6/23/2022,11697.68,--,11622.09,11729.62,11515.48
6/22/2022,11527.71,--,11427.74,11708.08,11423.2
6/21/2022,11546.76,--,11446.98,11638.47,11446.98
6/17/2022,11265.99,--,11172.65,11357.97,11089.93
6/16/2022,11127.57,--,11286.87,11311.05,11037.21
6/15/2022,11593.77,--,11468.13,11751.29,11346.54
6/14/2022,11311.69,--,11385.18,11418.22,11205.92
6/13/2022,11288.32,--,11472.19,11568.65,11254.18
6/10/2022,11832.82,--,12052.59,12082.69,11825.35
6/9/2022,12269.78,--,12543.37,12666.41,12265.86
6/8/2022,12615.13,--,12682.81,12776.65,12578.55
6/7/2022,12711.68,--,12456.49,12737.3,12413.56
6/6/2022,12599.63,--,12745.89,12804.46,12534.58
6/3/2022,12548.03,--,12650.38,12724.81,12505.76
6/2/2022,12892.89,--,12498.63,12897.63,12447.77
6/1/2022,12548.36,--,12750.31,12820.47,12457.91
5/31/2022,12642.1,--,12688.95,12762.84,12482.32
5/27/2022,12681.42,--,12421.8,12682.58,12405.29
5/26/2022,12276.79,--,11906.83,12337.73,11901.87
5/25/2022,11943.93,--,11732.45,12028.89,11714.27
5/24/2022,11769.84,--,11807.78,11842.81,11576.11
5/23/2022,12034.28,--,11867.36,12047.81,11785.76
5/20/2022,11835.62,--,12037.03,12044.7,11492.29
5/19/2022,11875.63,--,11872.56,12066.85,11795.79
5/18/2022,11928.31,--,12352.92,12389.96,11887
5/17/2022,12564.1,--,12496.63,12572.99,12333.99
5/16/2022,12243.58,--,12297.07,12395.51,12196.21
5/13/2022,12387.4,--,12125.93,12429.28,12069.13
5/12/2022,11945.5,--,11790.13,12128.73,11692.12
5/11/2022,11967.56,--,12240.21,12470.89,11939.09
5/10/2022,12345.86,--,12496.84,12537.89,12173.47
5/9/2022,12187.72,--,12465.91,12542.32,12136.19
5/6/2022,12693.53,--,12776.86,12926.58,12522.77
5/5/2022,12850.55,--,13344.79,13344.79,12710.59
5/4/2022,13535.71,--,13110.3,13556.67,12887.53
5/3/2022,13089.9,--,13045.35,13178.74,12982.7
5/2/2022,13075.85,--,12864.83,13083.57,12716.63
4/29/2022,12854.8,--,13274.94,13428.53,12835.48
4/28/2022,13456.06,--,13254.96,13542.56,13038.17
4/27/2022,13003.36,--,13009.4,13241.94,12936.41
4/26/2022,13009.71,--,13447.66,13447.66,13009.65
4/25/2022,13533.22,--,13275.41,13541.77,13239.73
4/22/2022,13356.87,--,13714.63,13769.4,13342.79
4/21/2022,13720.45,--,14174.92,14277.21,13682.68
4/20/2022,13998.53,--,14246.2,14263.61,13962.86
4/19/2022,14210.26,--,13882.75,14236.51,13844.74
4/18/2022,13910.76,--,13859.47,13997.93,13788.96
4/14/2022,13893.21,--,14225.47,14235.39,13884.82
4/13/2022,14217.29,--,13939.61,14258.81,13919.48
4/12/2022,13940.24,--,14175.66,14264.74,13882.75
4/11/2022,13990.21,--,14149.6,14187.67,13979.14
4/8/2022,14327.26,--,14450.53,14490.19,14307.68
4/7/2022,14531.81,--,14469.5,14624.24,14315.69
4/6/2022,14498.88,--,14600.3,14639.35,14395.4
4/5/2022,14820.64,--,15109.27,15120.67,14782.57
4/4/2022,15159.58,--,14903.38,15161.89,14884.57
4/1/2022,14861.21,--,14886.91,14925.93,14723.83
3/31/2022,14838.49,--,15074.23,15088.38,14835.16
3/30/2022,15071.55,--,15177.15,15229.01,15010.34
3/29/2022,15239.32,--,15142.93,15265.42,15039.61
3/28/2022,14987.4,--,14763.16,14989.08,14705.92
3/25/2022,14754.31,--,14766.9,14805.88,14577.59
3/24/2022,14765.69,--,14529.72,14767.73,14440.67
3/23/2022,14447.55,--,14525.22,14681.33,14446.04
3/22/2022,14654.33,--,14396.03,14688.97,14385.55
3/21/2022,14376.09,--,14377.15,14470.68,14190.53
3/18/2022,14420.08,--,14061.29,14427.47,14014.43
3/17/2022,14118.6,--,13878.99,14125.67,13827.34
3/16/2022,13956.78,--,13633.12,13960.25,13475.09
3/15/2022,13458.56,--,13174.97,13488.18,13092.45
3/14/2022,13046.64,--,13248.09,13386.67,13020.4
3/11/2022,13301.83,--,13701.8,13714.44,13285.19
3/10/2022,13591,--,13577.84,13633.69,13399.46
3/9/2022,13742.2,--,13610.48,13793.11,13504.48
3/8/2022,13267.6,--,13275.23,13663.27,13129.4
3/7/2022,13319.38,--,13853.53,13879.1,13314.44
3/4/2022,13837.83,--,13957.6,13992.97,13738.61
3/3/2022,14035.21,--,14339.7,14342.56,13965.11
3/2/2022,14243.69,--,14075.11,14292.72,13962.69
3/1/2022,14005.99,--,14197.66,14271.58,13906.92
2/28/2022,14237.81,--,14058.61,14296.6,14009.36
2/25/2022,14189.16,--,13973.9,14193,13850.29
2/24/2022,13974.67,--,13065.44,13989.1,13065.44
2/23/2022,13509.43,--,14016.94,14035.93,13502.58
2/22/2022,13870.53,--,13892.81,14109.26,13720.92
2/18/2022,14009.54,--,14207.55,14225.72,13918.76
2/17/2022,14171.74,--,14485.08,14497.46,14155.43
2/16/2022,14603.64,--,14514.84,14647.79,14399.29
2/15/2022,14620.82,--,14482.11,14624.53,14444.46
2/14/2022,14268.59,--,14233.4,14400.78,14119.73
2/11/2022,14253.84,--,14739.46,14769.64,14194.54
2/10/2022,14705.64,--,14770.67,15037.26,14636.62
2/9/2022,15056.96,--,14930.99,15057.9,14870.36
2/8/2022,14747.03,--,14533.25,14785.22,14485.78
2/7/2022,14571.25,--,14716.43,14813.86,14524.63
2/4/2022,14694.35,--,14566.28,14832.05,14452.28
2/3/2022,14501.11,--,14693.85,14856.51,14471.2
2/2/2022,15139.74,--,15173.03,15196.4,14960.85
2/1/2022,15019.68,--,14966.6,15034.42,14749.49
1/31/2022,14930.05,--,14505.07,14934.52,14442.88
1/28/2022,14454.61,--,14091.31,14457.78,13880.48
1/27/2022,14003.11,--,14346.46,14419.45,13972.88
1/26/2022,14172.76,--,14492.52,14646.54,14006.4
1/25/2022,14149.12,--,14237.6,14410.43,14033.81
1/24/2022,14509.58,--,14160.91,14532.57,13724.85
1/21/2022,14438.4,--,14728.66,14868.45,14432.64
1/20/2022,14846.46,--,15176.38,15347.62,14832.69
1/19/2022,15047.84,--,15287.25,15382,15038.43
1/18/2022,15210.76,--,15378.06,15446.3,15182.96
1/14/2022,15611.59,--,15396.47,15617.18,15396.47
1/13/2022,15495.62,--,15970.09,15990.38,15468.09
1/12/2022,15905.1,--,15955.48,16017.39,15815.95
1/11/2022,15844.12,--,15582.72,15848.56,15496.91
1/10/2022,15614.43,--,15383.18,15627.92,15165.53
1/7/2022,15592.19,--,15774.13,15835,15526.8
1/6/2022,15765.36,--,15675.22,15900.6,15608.57
1/5/2022,15771.78,--,16190.55,16249.23,15763.84
1/4/2022,16279.73,--,16513.87,16513.87,16151.9
1/3/2022,16501.77,--,16395.51,16504.14,16306.64
12/31/2021,16320.08,--,16411.26,16464.62,16317.26
12/30/2021,16429.1,--,16485.4,16569.62,16415.12
12/29/2021,16491.01,--,16510.63,16548.92,16396.16
12/28/2021,16488.66,--,16602.92,16607.19,16458.49
12/27/2021,16567.5,--,16361.07,16567.64,16361.07
12/23/2021,16308.21,--,16203.76,16360.75,16188.02
12/22/2021,16180.14,--,15963.54,16186.25,15947.56
12/21/2021,15986.28,--,15794.38,15997.61,15617.48
12/20/2021,15627.64,--,15566.83,15662.61,15508.74
12/17/2021,15801.46,--,15714.54,15960.25,15664.1
12/16/2021,15863.94,--,16335.03,16340.53,15802.63
12/15/2021,16289.59,--,15908.45,16301.27,15746.94
12/14/2021,15914.9,--,15877.65,15995.21,15742.8
12/13/2021,16082.55,--,16317.9,16332.63,16075.54
12/10/2021,16331.98,--,16278.3,16339.12,16139
12/9/2021,16149.57,--,16337.81,16413.28,16141.39
12/8/2021,16394.34,--,16313.88,16401.1,16250.39
12/7/2021,16325.66,--,16139.56,16343.67,16128.44
12/6/2021,15846.16,--,15744.91,15898.59,15557.78
12/3/2021,15712.04,--,16039.41,16089.61,15543.31
12/2/2021,15990.76,--,15791.3,16066.32,15770.92
12/1/2021,15877.72,--,16347.96,16427.19,15864
11/30/2021,16135.92,--,16333.95,16454.56,16073.76
11/29/2021,16399.24,--,16263.43,16437.16,16214.56
11/26/2021,16025.58,--,16237.41,16302.58,15988.95
11/24/2021,16367.81,--,16202.26,16370.56,16106.02
11/23/2021,16306.72,--,16330.18,16417.5,16121.7
11/22/2021,16380.98,--,16644.77,16764.86,16374.78
11/19/2021,16573.34,--,16558.56,16625.86,16523.83
11/18/2021,16482.97,--,16398.76,16501.92,16309.51
11/17/2021,16308.07,--,16329.07,16398.95,16276.77
11/16/2021,16309.77,--,16170.29,16329.5,16156.69
11/15/2021,16189.12,--,16227.01,16256.73,16096.37
11/12/2021,16199.89,--,16078.13,16218.55,16012.78
11/11/2021,16032.47,--,16114.05,16116.25,16019.39
11/10/2021,15985.57,--,16087.01,16224.51,15905.28
11/9/2021,16219.94,--,16389.99,16401.89,16168.63
11/8/2021,16336.03,--,16351.49,16401.93,16314
11/5/2021,16359.38,--,16397.59,16454.48,16302.06
11/4/2021,16346.24,--,16193.22,16387.95,16169.56
11/3/2021,16144.5,--,16000.6,16157.6,15950.59
11/2/2021,15972.49,--,15885.34,15988.33,15877.27
11/1/2021,15905.28,--,15879.61,15910.35,15785.31
10/29/2021,15850.47,--,15638.74,15856.9,15638.74
10/28/2021,15778.16,--,15674.39,15784,15650.01
10/27/2021,15598.39,--,15603.16,15729.75,15578.68
10/26/2021,15559.49,--,15615.36,15710.79,15518.59
10/25/2021,15514.19,--,15417.25,15555.65,15338.49
10/22/2021,15355.07,--,15422.07,15474.28,15291.95
10/21/2021,15489.59,--,15365.81,15497.58,15350.5
10/20/2021,15388.71,--,15448,15457.11,15333.43
10/19/2021,15410.72,--,15349.45,15414.97,15320.62
10/18/2021,15300.89,--,15091.58,15307.51,15074.71
10/15/2021,15146.92,--,15106.97,15150.14,15064.59
10/14/2021,15052.42,--,14925.58,15059.89,14901.59
10/13/2021,14774.6,--,14751.8,14800.83,14676.58
10/12/2021,14662.11,--,14772.29,14784.78,14636.33
10/11/2021,14713.73,--,14765.69,14907.57,14709.05
10/8/2021,14820.75,--,14942.36,14948.35,14805.5
10/7/2021,14897.13,--,14899.07,15010.32,14878.22
10/6/2021,14766.75,--,14529.89,14775.64,14499.48
10/5/2021,14674.15,--,14533.43,14763.64,14520.23
10/4/2021,14472.12,--,14713.6,14727.6,14384.93
10/1/2021,14791.87,--,14731.38,14830.84,14555.12
9/30/2021,14689.62,--,14830.3,14888.22,14684.55
9/29/2021,14752.89,--,14835.51,14914.92,14727.41
9/28/2021,14770.3,--,15001.98,15040.57,14758.98
9/27/2021,15204.82,--,15205.23,15240.58,15106.45
9/24/2021,15329.68,--,15222.97,15345.54,15209.16
9/23/2021,15316.58,--,15231.2,15356.92,15199.43
9/22/2021,15176.51,--,15073.96,15230.34,15029.9
9/21/2021,15027.77,--,15096.97,15139.9,14986.98
9/20/2021,15012.19,--,15068.65,15157.26,14821.03
9/17/2021,15333.47,--,15481.43,15485.21,15291.04
9/16/2021,15515.91,--,15452.67,15539.14,15370.88
9/15/2021,15503.53,--,15419.95,15518.95,15316.4
9/14/2021,15382.9,--,15505.78,15525.97,15352.06
9/13/2021,15434.5,--,15545.66,15562.28,15351.7
9/10/2021,15440.75,--,15648.05,15673.5,15433.43
9/9/2021,15561.05,--,15639.44,15675.46,15556.74
9/8/2021,15620.85,--,15669.01,15669.01,15528.45
9/7/2021,15675.76,--,15662.3,15701.4,15610.23
9/3/2021,15652.86,--,15578.96,15668.12,15554.97
9/2/2021,15604.25,--,15656.28,15681.76,15554.29
9/1/2021,15611.57,--,15637.13,15696.42,15603.67
8/31/2021,15582.51,--,15601.34,15604.45,15522.78
8/30/2021,15605.09,--,15460.93,15620.62,15459.74
8/27/2021,15432.95,--,15305.75,15447.03,15292.74
8/26/2021,15278.52,--,15348.98,15369.28,15265.23
8/25/2021,15368.92,--,15384.83,15404.36,15341.92
8/24/2021,15357.68,--,15338.92,15384.42,15319.55
8/23/2021,15312.82,--,15140.14,15341.47,15140.14
8/20/2021,15092.57,--,14974.06,15103.94,14968.87
8/19/2021,14933.94,--,14773.19,15000.19,14773.19
8/18/2021,14857.92,--,14975.02,15039.9,14846.51
8/17/2021,15002.83,--,15018.94,15062.7,14906.22
8/16/2021,15140.77,--,15090.05,15142.03,14931.15
8/13/2021,15136.68,--,15101.84,15150.48,15079.3
8/12/2021,15088.98,--,15012.6,15097.91,14956.25
8/11/2021,15027.76,--,15101.82,15127.78,14972.6
8/10/2021,15053.58,--,15157.37,15169.45,15010.16
8/9/2021,15133.11,--,15136.14,15154.68,15081.75
8/6/2021,15109.36,--,15125.74,15162.34,15063.02
8/5/2021,15181.64,--,15105.4,15184.27,15083.83
8/4/2021,15083.39,--,15059.16,15117.38,15017.14
8/3/2021,15061.42,--,14997.2,15063.66,14864.53
8/2/2021,14963.62,--,14959.9,15059.89,14945.13
7/30/2021,14959.9,--,14882.39,14990.86,14882.39
7/29/2021,15048.36,--,15015.3,15091.96,15004.42
7/28/2021,15018.1,--,15005.17,15078.85,14913.55
7/27/2021,14956.97,--,15103.01,15107.74,14787.8
7/26/2021,15125.95,--,15088.28,15142.35,15048.23
7/23/2021,15111.79,--,15004.43,15125.84,14948.04
7/22/2021,14940.17,--,14865.46,14941.38,14865.46
7/21/2021,14842.63,--,14723.67,14843.17,14710.11
7/20/2021,14728.21,--,14601.33,14790.6,14530.78
7/19/2021,14549.09,--,14517.96,14578.96,14455.07
7/16/2021,14681.38,--,14842.08,14875.97,14667.1
7/15/2021,14794.69,--,14903.49,14907.51,14717.55
7/14/2021,14900.44,--,14984.86,15001.13,14871.73
7/13/2021,14874.54,--,14871.04,15002.28,14843.8
7/12/2021,14877.89,--,14878.71,14899.46,14813.79
7/9/2021,14826.09,--,14709.32,14838.72,14685.54
7/8/2021,14722.14,--,14577.67,14763.67,14551.76
7/7/2021,14810.54,--,14889.76,14891.19,14735.75
7/6/2021,14786.36,--,14755.15,14797.45,14635.31
7/2/2021,14727.63,--,14633.51,14738.14,14626.82
7/1/2021,14560.05,--,14530.63,14576.64,14483.42
6/30/2021,14554.8,--,14560.07,14582.3,14530.87
6/29/2021,14572.75,--,14523.63,14575.19,14481.84
6/28/2021,14524.98,--,14401.63,14530.07,14400.59
6/25/2021,14345.18,--,14396.63,14401.71,14324.26
6/24/2021,14365.96,--,14358.3,14429.14,14337.65
6/23/2021,14274.24,--,14275.09,14324.74,14247.58
6/22/2021,14270.42,--,14140.3,14288.49,14128.01
6/21/2021,14137.23,--,14055.04,14150.91,13967.89
6/18/2021,14049.58,--,14125.12,14140.61,14024.6
6/17/2021,14163.81,--,13946.7,14205.43,13946.52
6/16/2021,13983.01,--,14053.12,14100.11,13843.6
6/15/2021,14030.41,--,14120.81,14126.26,14008.93
6/14/2021,14128.2,--,14002.14,14129.33,13963.94
6/11/2021,13998.3,--,13959.47,13998.65,13934
6/10/2021,13960.35,--,13834.26,13962.98,13817.83
6/9/2021,13814.94,--,13865.51,13900.71,13811.05
6/8/2021,13810.86,--,13873.46,13913.4,13746.42
6/7/2021,13802.89,--,13744.15,13808.42,13710.11
6/4/2021,13770.77,--,13619.79,13784.77,13613.58
6/3/2021,13529.68,--,13568.91,13608.54,13469.85
6/2/2021,13675.79,--,13655.71,13712.68,13610.16
6/1/2021,13654.59,--,13764.27,13773.45,13602.12
5/28/2021,13686.51,--,13717,13765.8,13684.83
5/27/2021,13657.85,--,13686.86,13724.76,13652.13
5/26/2021,13702.74,--,13687.71,13726.06,13661.06
5/25/2021,13657.73,--,13701.3,13734.41,13614.54
5/24/2021,13641.75,--,13504.39,13687.6,13500.12
5/21/2021,13411.74,--,13573.22,13573.84,13401.53
5/20/2021,13494.09,--,13294.59,13526.01,13293.1
5/19/2021,13237.91,--,12998.53,13243.98,12994.35
5/18/2021,13217.68,--,13352.26,13400.52,13212.85
5/17/2021,13312.91,--,13329.86,13350.14,13196.57
5/14/2021,13312.91,--,13238.99,13430,13220.19
5/13/2021,13109.15,--,13133.73,13226.64,13006.77
5/12/2021,13001.63,--,13155.07,13236.89,12967.18
5/11/2021,13351.27,--,13102.64,13381.66,13094.76
5/10/2021,13359.08,--,13647.73,13648.49,13358.62
5/7/2021,13719.63,--,13715.56,13814.65,13669.78
5/6/2021,13613.73,--,13490.94,13617.34,13403.46
5/5/2021,13503.37,--,13649.12,13676.86,13478.58
5/4/2021,13544.67,--,13680.63,13705.38,13396.11
5/3/2021,13799.72,--,13923.04,13955,13784.66
4/30/2021,13860.76,--,13857.79,13969.21,13838.82
4/29/2021,13970.2,--,14063.94,14073.48,13836.1
4/28/2021,13901.62,--,13953.61,13992.08,13895.15
4/27/2021,13960.28,--,14048.13,14048.34,13931.18
4/26/2021,14026.16,--,13954.94,14039.4,13919.93
4/23/2021,13941.44,--,13794.49,13989.43,13789.45
4/22/2021,13762.36,--,13920.88,13954.03,13716.76
4/21/2021,13935.15,--,13768.92,13939.7,13717.44
4/20/2021,13809.3,--,13891.96,13934.89,13730.59
4/19/2021,13907.67,--,13970.83,14025.64,13835.75
4/16/2021,14041.91,--,14035.96,14050.38,13966.54
4/15/2021,14026.19,--,13934.87,14040.11,13931.01
4/14/2021,13803.91,--,13973.82,13990.54,13782.17
4/13/2021,13986.49,--,13874.58,14002.53,13874.58
4/12/2021,13819.35,--,13792.74,13839.39,13747.63
4/9/2021,13845.05,--,13709.67,13849.31,13674.92
4/8/2021,13758.5,--,13730.73,13763.18,13703.51
4/7/2021,13616.7,--,13553.9,13648.8,13532.63
4/6/2021,13578.46,--,13567.2,13660.29,13551.6
4/5/2021,13598.16,--,13434.04,13623.6,13420.81
4/1/2021,13329.51,--,13268.88,13333.41,13255.82
3/31/2021,13091.44,--,12970.33,13167.06,12966.65
3/30/2021,12896.53,--,12904.01,12929.46,12798.03
3/29/2021,12965.74,--,12950.51,13013.47,12836.6
3/26/2021,12979.12,--,12777.27,12992.3,12721.66
3/25/2021,12780.51,--,12707.58,12845.66,12627.93
3/24/2021,12798.88,--,13072.82,13077.49,12797.85
3/23/2021,13017.79,--,13127.17,13180.66,12993.5
3/22/2021,13086.51,--,12943.14,13167.46,12943.14
3/19/2021,12866.99,--,12792.67,12906.02,12704.07
3/18/2021,12789.14,--,13006.29,13040.36,12781.53
3/17/2021,13202.38,--,13024.83,13280.29,12950.08
3/16/2021,13152.28,--,13156.65,13297.48,13091.78
3/15/2021,13082.54,--,12936.13,13085.01,12885.64
3/12/2021,12937.29,--,12873.39,12943.58,12778.13
3/11/2021,13052.9,--,12960.53,13117.86,12920.01
3/10/2021,12752.07,--,12950.25,12979.38,12726.85
3/9/2021,12794.49,--,12635.45,12868.52,12592.83
3/8/2021,12299.08,--,12629.56,12718.58,12287.57
3/5/2021,12668.51,--,12594.16,12700.95,12208.39
3/4/2021,12464,--,12655.92,12799.08,12314.16
3/3/2021,12683.33,--,13020.1,13057.29,12679.89
3/2/2021,13059.95,--,13297.76,13301.62,13052.12
3/1/2021,13282.95,--,13106.02,13293.78,13051.7
2/26/2021,12909.44,--,12958.96,13090.36,12764.34
2/25/2021,12828.31,--,13197.75,13294.56,12773.76
2/24/2021,13302.19,--,13095.86,13312.42,12971.82
2/23/2021,13194.71,--,12982.36,13259.85,12758.12
2/22/2021,13223.74,--,13414.04,13447.37,13220.77
2/19/2021,13580.78,--,13686.23,13701.69,13545.45
2/18/2021,13637.51,--,13556.01,13669.94,13477.17
2/17/2021,13699.71,--,13636.15,13713.14,13552.66
2/16/2021,13773.77,--,13841.03,13879.77,13726.78
2/12/2021,13807.7,--,13695.9,13816.25,13656.78
2/11/2021,13734.35,--,13723.63,13747.2,13637.19
2/10/2021,13655.27,--,13751.42,13770.91,13531.93
2/9/2021,13687.08,--,13667.14,13741.79,13664.7
2/8/2021,13695.02,--,13672.33,13698.41,13607.96
2/5/2021,13603.96,--,13592.77,13642.96,13527.81
2/4/2021,13560.89,--,13454.85,13563.13,13406.44
2/3/2021,13402.37,--,13555.03,13561.45,13400.08
2/2/2021,13456.12,--,13371.37,13501.23,13363.76
2/1/2021,13248.9,--,13067.65,13280.22,12983.1
1/29/2021,12925.38,--,13124.7,13167.87,12845.43
1/28/2021,13201.53,--,13163.32,13401.85,13150.1
1/27/2021,13112.65,--,13371.16,13393.51,13034.14
1/26/2021,13490.19,--,13507.47,13536.3,13440.32
1/25/2021,13483.29,--,13515.63,13563.7,13205.59
1/22/2021,13366.4,--,13356.18,13404.77,13336.9
1/21/2021,13404.99,--,13356.7,13433.69,13297.79
1/20/2021,13296.45,--,13155.12,13332.26,13138.3
1/19/2021,12996.54,--,12921.61,13012.09,12861.3
1/15/2021,12803.93,--,12898.09,12941.29,12758.1
1/14/2021,12898.69,--,13010.94,13037.05,12886.16
1/13/2021,12973.63,--,12911.87,13008.85,12878.02
1/12/2021,12892.09,--,12916.1,12957.43,12783.71
1/11/2021,12902.49,--,12961.5,13023.21,12883.59
1/8/2021,13105.2,--,13037.24,13113.09,12939.73
1/7/2021,12939.57,--,12745.41,12966.68,12744.82
1/6/2021,12623.35,--,12601.26,12803.29,12569.42
1/5/2021,12802.38,--,12663.13,12809.67,12663.13
1/4/2021,12694.66,--,12950.22,12950.22,12537.42
12/31/2020,12888.28,--,12852.96,12904.09,12804.75
12/30/2020,12845.36,--,12900.03,12917.45,12828.79
12/29/2020,12843.49,--,12909.86,12925.53,12816.59
12/28/2020,12838.86,--,12813.97,12861.91,12747.05
12/24/2020,12711.01,--,12668.19,12732.55,12665.8
12/23/2020,12653.14,--,12733.75,12737.59,12649.6
12/22/2020,12717.56,--,12715.48,12761.23,12606.42
12/21/2020,12690.26,--,12575.6,12706.44,12474.03
12/18/2020,12738.18,--,12786.92,12793.47,12611.22
12/17/2020,12752.06,--,12741.64,12760.97,12685.98
12/16/2020,12668.16,--,12607.87,12698.11,12568.71
12/15/2020,12595.92,--,12565.28,12596.84,12467.57
